Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Lithuania,2009,Sector,Manufacturing,Manufacturing,Average,46.7,...,16.7,47.0,45.2,55.9
Lithuania,2009,Sector,Services,All,Average,36.4,...,14.6,40.3,...,...
Lithuania,2009,Sector,Services,Retail,Average,42.7,...,29.6,60.1,...,...
Lithuania,2009,Sector,Services,Other Services,Average,34.3,...,9.8,33.7,...,...
Lithuania,2009,Size,,Small (5-19),Average,39.6,...,19.2,47.0,50.7,61.3
Lithuania,2009,Size,,Medium (20-99),Average,35.2,...,7.1,31.3,35.2,51.2
Lithuania,2009,Size,,Large (100+),Average,48.3,...,16.8,45.4,54.0,49.2
Lithuania,2009,Location,,Coast and West,Average,35.9,...,12.7,45.2,49.1,65.3
Lithuania,2009,Location,,North East,Average,30.3,...,8.0,33.7,46.3,48.6
Lithuania,2009,Location,,South West,Average,50.0,...,21.6,48.4,48.6,55.4
Lithuania,2009,Location,,Vilniaus,Average,34.6,...,16.1,40.3,34.4,58.3
Lithuania,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,34.1,...,8.5,34.9,41.3,46.3
Lithuania,2009,Exporter Type,,Non-exporter,Average,40.5,...,16.9,44.1,47.7,62.5
Lithuania,2009,Gender of Top Manager,,Top manager is female,Average,85.6,...,100.0,77.1,75.0,66.0
Lithuania,2009,Gender of Top Manager,,Top manager is male,Average,30.3,...,0.0,35.4,37.9,53.4
Lithuania,2009,Ownership Type,,Domestic,Average,37.8,...,13.2,40.8,41.6,58.0
Lithuania,2009,Ownership Type,,10% or more foreign ownership,Average,49.9,...,36.5,53.8,71.6,40.7
Lithuania,2013,,,,Average,35.8,16.5,21.0,38.4,48.2,53.9
Lithuania,2013,Sector,Manufacturing,All,Average,42.3,13.4,12.2,46.9,48.2,53.9
Lithuania,2013,Sector,Manufacturing,Manufacturing,Average,42.3,13.4,12.2,46.9,48.2,53.9
Lithuania,2013,Sector,Services,All,Average,33.9,17.4,23.8,35.9,...,...
Lithuania,2013,Sector,Services,Retail,Average,48.2,34.7,41.0,65.7,...,...
Lithuania,2013,Sector,Services,Other Services,Average,30.8,13.7,20.3,30.0,...,...
Lithuania,2013,Size,,Small (5-19),Average,28.5,14.7,22.5,39.4,44.3,49.4
Lithuania,2013,Size,,Medium (20-99),Average,48.9,22.9,19.6,34.5,56.9,67.6
Lithuania,2013,Size,,Large (100+),Average,82.6,1.0,2.1,47.3,54.9,42.1
Lithuania,2013,Location,,Coast+West,Average,24.3,12.7,15.7,43.4,46.3,68.6
Lithuania,2013,Location,,North-East,Average,32.2,16.4,26.0,45.7,76.7,83.6
Lithuania,2013,Location,,South-West,Average,39.9,13.5,20.3,36.7,43.3,36.4
Lithuania,2013,Location,,Vilniaus,Average,37.8,21.2,21.9,35.6,43.9,61.7
Lithuania,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,23.3,11.3,16.8,28.0,48.9,48.6
Lithuania,2013,Exporter Type,,Non-exporter,Average,38.5,18.5,23.2,41.8,47.7,58.3
Lithuania,2013,Gender of Top Manager,,Top manager is female,Average,71.9,52.2,100.0,72.7,88.2,79.7
Lithuania,2013,Gender of Top Manager,,Top manager is male,Average,26.5,7.1,0.0,29.1,41.0,49.1
Lithuania,2013,Ownership Type,,Domestic,Average,35.0,17.6,20.4,36.8,44.3,49.6
Lithuania,2013,Ownership Type,,10% or more foreign ownership,Average,39.7,0.0,24.6,42.5,39.9,61.3
Latvia,2009,,,,Average,46.3,...,31.3,42.7,37.7,53.8
Latvia,2009,Sector,Manufacturing,All,Average,52.8,...,25.0,37.3,37.7,53.8
Latvia,2009,Sector,Manufacturing,Manufacturing,Average,52.8,...,25.0,37.3,37.7,53.8
Latvia,2009,Sector,Services,All,Average,44.4,...,33.1,44.3,...,...
Latvia,2009,Sector,Services,Retail,Average,49.3,...,46.6,63.3,...,...
Latvia,2009,Sector,Services,Other Services,Average,41.8,...,26.1,34.6,...,...
Latvia,2009,Size,,Small (5-19),Average,47.8,...,31.8,44.2,36.8,57.4
Latvia,2009,Size,,Large (100+),Average,47.3,...,31.8,40.8,53.1,59.0
Latvia,2009,Size,,Medium (20-99),Average,41.9,...,29.9,39.4,35.1,49.6
Latvia,2009,Location,,Kurzeme,Average,44.6,...,29.3,49.7,37.0,40.4
Latvia,2009,Location,,Latgale,Average,80.1,...,32.2,50.8,40.9,67.5
Latvia,2009,Location,,Pieriga,Average,34.8,...,37.3,38.1,28.4,53.4
Latvia,2009,Location,,Riga,Average,42.7,...,34.4,42.4,40.6,58.1
Latvia,2009,Location,,Vidzeme,Average,34.9,...,10.3,34.2,40.0,43.2
Latvia,2009,Location,,Zemgale,Average,57.9,...,28.7,44.9,31.7,62.4
Latvia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,22.7,...,16.7,42.4,39.1,50.1
Latvia,2009,Exporter Type,,Non-exporter,Average,50.6,...,34.0,42.8,37.0,55.5
Latvia,2009,Gender of Top Manager,,Top manager is female,Average,86.5,...,100.0,64.9,67.1,78.7
Latvia,2009,Gender of Top Manager,,Top manager is male,Average,27.6,...,0.0,33.2,25.4,45.7
Latvia,2009,Ownership Type,,Domestic,Average,48.6,...,32.2,42.5,37.8,54.6
Latvia,2009,Ownership Type,,10% or more foreign ownership,Average,25.5,...,23.8,44.6,37.1,50.4
Latvia,2013,,,,Average,36.3,22.8,31.5,44.4,34.9,47.5
Latvia,2013,Sector,Manufacturing,All,Average,31.6,17.5,25.5,37.7,34.9,47.5
Latvia,2013,Sector,Manufacturing,Manufacturing,Average,31.6,17.5,25.5,37.7,34.9,47.5
Latvia,2013,Sector,Services,All,Average,39.5,26.5,35.8,49.2,...,...
Latvia,2013,Sector,Services,Retail,Average,44.4,31.2,39.6,58.7,...,...
Latvia,2013,Sector,Services,Other Services,Average,27.6,15.2,26.8,24.8,...,...
Latvia,2013,Size,,Small (5-19),Average,39.9,26.3,36.9,44.3,28.2,50.2
Latvia,2013,Size,,Medium (20-99),Average,25.5,14.3,18.5,44.2,44.7,43.7
Latvia,2013,Size,,Large (100+),Average,38.7,7.6,10.2,49.7,53.0,43.6
Latvia,2013,Location,,Kurzeme,Average,19.9,5.4,9.5,28.4,19.8,42.2
Latvia,2013,Location,,Latgale,Average,43.5,35.0,42.1,52.9,54.5,33.2
Latvia,2013,Location,,Pieriga,Average,45.9,31.2,41.4,48.0,30.5,49.4
Latvia,2013,Location,,Riga,Average,34.1,17.5,27.1,42.2,35.5,55.7
Latvia,2013,Location,,Vidzeme,Average,24.8,16.6,22.7,48.2,30.3,51.3
Latvia,2013,Location,,Zemgale,Average,49.6,40.2,53.1,51.6,38.0,42.1
Latvia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,13.5,8.5,8.5,38.5,47.3,41.0
Latvia,2013,Exporter Type,,Non-exporter,Average,43.7,27.8,39.3,46.9,27.5,51.3
Latvia,2013,Gender of Top Manager,,Top manager is female,Average,91.3,67.5,100.0,60.6,36.0,56.2
Latvia,2013,Gender of Top Manager,,Top manager is male,Average,10.2,1.9,0.0,36.8,34.5,45.0
Latvia,2013,Ownership Type,,Domestic,Average,38.1,24.1,33.7,44.8,34.1,46.9
Latvia,2013,Ownership Type,,10% or more foreign ownership,Average,20.5,11.0,13.3,44.7,57.9,40.3
Morocco,2013,,,,Average,31.3,3.5,4.3,25.7,29.7,33.5
Morocco,2013,Sector,Manufacturing,All,Average,32.4,4.8,9.0,25.1,29.7,33.5
Morocco,2013,Sector,Manufacturing,Food,Average,25.6,2.8,1.7,34.4,35.5,29.9
Morocco,2013,Sector,Manufacturing,Garments,Average,44.5,12.0,18.6,51.6,54.9,49.0
Morocco,2013,Sector,Manufacturing,Other Manufacturing,Average,31.9,3.9,9.1,18.3,21.7,30.5
Morocco,2013,Sector,Services,All,Average,30.7,2.7,1.5,26.1,...,...
Morocco,2013,Sector,Services,Retail,Average,32.1,4.3,9.7,35.0,...,...
Morocco,2013,Sector,Services,Other Services,Average,30.4,2.4,0.1,24.2,...,...
Morocco,2013,Size,,Medium (20-99),Average,29.1,2.0,4.6,24.4,27.8,31.9
Morocco,2013,Size,,Small (5-19),Average,31.5,5.1,4.7,24.8,23.9,34.8
Morocco,2013,Size,,Large (100+),Average,38.0,1.2,1.6,33.9,40.4,35.2
Morocco,2013,Location,,Central,Average,31.1,2.5,5.4,25.2,33.3,52.9
Morocco,2013,Location,,Grand Casablanca,Average,35.6,2.2,2.6,29.4,39.2,33.6
Morocco,2013,Location,,North,Average,34.0,3.3,5.4,20.1,7.7,18.8
Morocco,2013,Location,,Rabat-Sale-Zemmour-Zaer,Average,27.8,1.7,5.1,23.8,34.2,42.2
Morocco,2013,Location,,South,Average,25.9,7.0,3.9,28.6,33.2,30.7
Morocco,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,36.6,8.7,11.7,32.5,41.8,40.8
Morocco,2013,Exporter Type,,Non-exporter,Average,30.4,2.9,3.5,24.3,24.5,31.6
Morocco,2013,Gender of Top Manager,,Top manager is female,Average,74.7,44.5,100.0,43.8,49.0,53.3
Morocco,2013,Gender of Top Manager,,Top manager is male,Average,29.3,1.6,0.0,24.7,27.1,30.3
Morocco,2013,Ownership Type,,Domestic,Average,30.5,4.0,4.9,25.7,32.3,32.8
Morocco,2013,Ownership Type,,10% or more foreign ownership,Average,33.2,0.1,1.2,25.0,14.8,36.6
Moldova,2009,,,,Average,53.1,...,20.6,40.7,48.5,49.0
Moldova,2009,Sector,Manufacturing,All,Average,53.2,...,25.4,48.8,48.5,49.0
Moldova,2009,Sector,Manufacturing,Manufacturing,Average,53.2,...,25.4,48.8,48.5,49.0
Moldova,2009,Sector,Services,All,Average,53.0,...,19.0,38.0,...,...
Moldova,2009,Sector,Services,Retail,Average,63.7,...,29.9,55.0,...,...
Moldova,2009,Sector,Services,Other Services,Average,44.6,...,10.4,24.3,...,...
Moldova,2009,Size,,Medium (20-99),Average,53.7,...,14.5,42.7,56.7,46.1
Moldova,2009,Size,,Small (5-19),Average,52.7,...,24.6,39.4,39.9,52.6
Moldova,2009,Size,,Large (100+),Average,53.2,...,13.3,43.9,59.7,43.1
Moldova,2009,Location,,Central,Average,53.5,...,18.6,40.1,50.1,49.8
Moldova,2009,Location,,North,Average,57.8,...,31.5,44.5,50.4,43.4
Moldova,2009,Location,,South,Average,38.1,...,18.9,38.7,32.6,52.8
Moldova,2009,Location,,Southeast,Average,58.1,...,17.1,44.8,n.a.,n.a.
Moldova,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,41.0,...,5.0,47.0,56.0,55.9
Moldova,2009,Exporter Type,,Non-exporter,Average,54.5,...,22.4,40.0,46.8,47.6
Moldova,2009,Gender of Top Manager,,Top manager is female,Average,87.9,...,100.0,54.7,54.6,58.4
Moldova,2009,Gender of Top Manager,,Top manager is male,Average,44.1,...,0.0,37.1,46.3,45.4
Moldova,2009,Ownership Type,,Domestic,Average,53.6,...,21.4,40.1,47.5,49.9
Moldova,2009,Ownership Type,,10% or more foreign ownership,Average,43.2,...,6.4,51.1,56.9,39.7
Moldova,2013,,,,Average,47.3,28.5,25.7,42.0,40.8,35.8
Moldova,2013,Sector,Manufacturing,All,Average,56.9,32.7,27.4,39.9,40.8,35.8
Moldova,2013,Sector,Manufacturing,Manufacturing,Average,56.9,32.7,27.4,39.9,40.8,35.8
Moldova,2013,Sector,Services,All,Average,44.9,27.4,25.3,42.5,...,...
Moldova,2013,Sector,Services,Retail,Average,50.4,32.0,32.6,54.3,...,...
Moldova,2013,Sector,Services,Other Services,Average,41.7,24.7,21.3,35.8,...,...
Moldova,2013,Size,,Small (5-19),Average,44.3,31.8,28.7,45.1,39.0,40.0
Moldova,2013,Size,,Medium (20-99),Average,51.9,19.3,21.0,33.7,47.2,25.3
Moldova,2013,Size,,Large (100+),Average,70.4,30.6,2.9,33.9,29.3,43.6
Moldova,2013,Location,,Central,Average,41.0,30.3,27.7,42.3,44.0,38.7
Moldova,2013,Location,,North,Average,62.8,22.8,14.2,35.3,34.6,23.9
Moldova,2013,Location,,South,Average,73.3,25.1,31.3,53.5,30.7,38.5
Moldova,2013,Location,,South East,Average,59.6,20.8,35.3,58.0,32.3,34.7
Moldova,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,66.9,32.9,10.3,46.3,48.2,34.4
Moldova,2013,Exporter Type,,Non-exporter,Average,46.2,28.4,26.9,42.1,40.2,36.5
Moldova,2013,Gender of Top Manager,,Top manager is female,Average,99.6,86.5,100.0,64.7,70.8,53.6
Moldova,2013,Gender of Top Manager,,Top manager is male,Average,28.5,7.0,0.0,34.2,30.4,30.7
Moldova,2013,Ownership Type,,Domestic,Average,46.4,29.4,27.6,42.7,40.7,38.7
Moldova,2013,Ownership Type,,10% or more foreign ownership,Average,60.1,12.2,8.9,34.2,34.2,16.5
Madagascar,2009,,,,Average,50.0,10.5,...,27.5,28.8,39.3
Madagascar,2009,Sector,Manufacturing,All,Average,39.8,11.0,...,31.8,28.8,39.3
Madagascar,2009,Sector,Manufacturing,Food,Average,34.8,7.5,...,20.7,14.0,31.8
Madagascar,2009,Sector,Manufacturing,Garments,Average,42.4,15.5,...,67.2,74.6,46.8
Madagascar,2009,Sector,Manufacturing,Manufacturing,Average,...,n.a.,...,n.a.,n.a.,n.a.
Madagascar,2009,Sector,Manufacturing,Other Manufacturing,Average,39.9,10.3,...,23.5,17.6,38.7
Madagascar,2009,Sector,Services,All,Average,55.3,10.3,...,25.7,...,...
Madagascar,2009,Sector,Services,Retail,Average,58.9,8.3,...,31.8,...,...
Madagascar,2009,Sector,Services,Other Services,Average,53.2,11.2,...,22.6,...,...
Madagascar,2009,Size,,Medium (20-99),Average,39.9,3.8,...,25.2,26.1,38.4
Madagascar,2009,Size,,Small (5-19),Average,59.8,15.7,...,26.6,15.8,38.1
Madagascar,2009,Size,,Large (100+),Average,19.3,6.4,...,40.5,56.0,42.9
Madagascar,2009,Location,,Antananarivo,Average,52.2,11.3,...,28.7,32.5,41.2
Madagascar,2009,Location,,Antsiranana,Average,n.a.,0.0,...,31.3,n.a.,n.a.
Madagascar,2009,Location,,Mahajanga,Average,46.7,6.6,...,18.3,2.9,23.7
Madagascar,2009,Location,,Toamasina,Average,31.7,9.8,...,20.9,5.4,30.5
Madagascar,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,38.1,12.9,...,55.4,66.0,52.1
Madagascar,2009,Exporter Type,,Non-exporter,Average,51.5,10.3,...,24.8,18.2,35.5
Madagascar,2009,Ownership Type,,Domestic,Average,63.1,14.4,...,26.7,21.6,38.3
Madagascar,2009,Ownership Type,,10% or more foreign ownership,Average,22.6,3.6,...,29.1,41.6,41.0
Madagascar,2013,,,,Average,41.6,20.7,28.2,31.9,35.0,35.0
Madagascar,2013,Sector,Manufacturing,All,Average,32.5,12.4,22.2,44.4,35.0,35.0
Madagascar,2013,Sector,Manufacturing,Food,Average,48.8,9.7,30.9,30.3,24.0,32.9
Madagascar,2013,Sector,Manufacturing,Textiles,Average,36.5,12.3,27.7,46.8,46.1,38.0
Madagascar,2013,Sector,Manufacturing,Mining Related Manufacturing,Average,22.9,12.8,16.3,36.0,24.4,24.3
Madagascar,2013,Sector,Manufacturing,Other Manufacturing,Average,26.0,13.6,16.7,54.3,38.8,41.6
Madagascar,2013,Sector,Services,All,Average,46.1,25.0,31.4,22.9,...,...
Madagascar,2013,Sector,Services,Hospitality & Tourism,Average,54.6,41.9,47.7,34.6,...,...
Madagascar,2013,Sector,Services,Other Services,Average,44.0,20.6,27.2,22.8,...,...
Madagascar,2013,Size,,Small (5-19),Average,42.8,26.0,32.7,30.2,32.6,29.1
Madagascar,2013,Size,,Medium (20-99),Average,45.0,17.1,27.6,34.7,43.1,40.8
Madagascar,2013,Size,,Large (100+),Average,28.4,1.3,8.8,33.7,30.5,40.6
Madagascar,2013,Location,,Analamanga,Average,45.3,21.4,30.4,34.0,39.6,36.0
Madagascar,2013,Location,,Anosy,Average,65.1,32.4,34.1,30.6,35.0,n.a.
Madagascar,2013,Location,,Antsinanana,Average,28.0,21.1,19.9,38.2,39.2,42.5
Madagascar,2013,Location,,Atsimo Andrefana,Average,33.5,19.6,19.4,19.2,16.2,44.4
Madagascar,2013,Location,,Boeny,Average,6.1,3.4,5.0,7.6,15.4,22.6
Madagascar,2013,Location,,Diana,Average,46.6,23.7,21.3,33.6,n.a.,n.a.
Madagascar,2013,Location,,Nosy Be,Average,52.4,19.6,27.0,27.0,14.2,n.a.
Madagascar,2013,Location,,Vakinankaratra,Average,35.0,24.4,44.7,26.5,6.8,30.7
Madagascar,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,53.3,22.4,27.9,55.5,49.1,40.5
Madagascar,2013,Exporter Type,,Non-exporter,Average,36.9,17.3,25.1,26.8,32.4,33.8
Madagascar,2013,Gender of Top Manager,,Top manager is female,Average,91.5,68.6,100.0,39.5,45.1,47.0
Madagascar,2013,Gender of Top Manager,,Top manager is male,Average,23.3,1.2,0.0,30.1,32.1,31.3
Madagascar,2013,Ownership Type,,Domestic,Average,45.8,23.8,30.3,32.0,34.8,31.3
Madagascar,2013,Ownership Type,,10% or more foreign ownership,Average,24.1,8.4,20.0,31.6,35.7,43.8
Mexico,2006,,,,Average,24.8,...,...,34.5,29.6,48.3
Mexico,2006,Sector,Manufacturing,All,Average,22.7,...,...,34.5,29.6,48.3
Mexico,2006,Sector,Manufacturing,Food,Average,24.1,...,...,37.3,28.2,55.6
Mexico,2006,Sector,Manufacturing,Textiles,Average,28.0,...,...,41.0,40.7,40.3
Mexico,2006,Sector,Manufacturing,Garments,Average,35.5,...,...,54.7,55.6,53.4
Mexico,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,24.4,...,...,31.1,28.5,42.5
Mexico,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,18.5,...,...,18.0,14.4,36.2
Mexico,2006,Sector,Manufacturing,Machinery & Equipment,Average,12.8,...,...,18.8,11.8,47.2
Mexico,2006,Sector,Manufacturing,Electronics,Average,21.7,...,...,29.9,26.0,40.5
Mexico,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,21.9,...,...,37.9,37.8,39.6
Mexico,2006,Sector,Services,All,Average,25.9,...,...,...,...,...
Mexico,2006,Sector,Services,Retail,Average,31.6,...,...,...,...,...
Mexico,2006,Sector,Services,IT & IT Services,Average,19.8,...,...,...,...,...
Mexico,2006,Sector,Services,Rest of Universe-Services,Average,21.3,...,...,...,...,...
Mexico,2006,Size,,Small (5-19),Average,26.5,...,...,35.3,29.3,48.3
Mexico,2006,Size,,Medium (20-99),Average,17.5,...,...,32.8,28.0,50.5
Mexico,2006,Size,,Large (100+),Average,30.5,...,...,34.5,34.8,42.6
Mexico,2006,Location,,Chihuahua,Average,18.7,...,...,36.6,34.6,43.9
Mexico,2006,Location,,Coahuila de Zaragoza,Average,35.5,...,...,39.1,35.5,65.5
Mexico,2006,Location,,Estado de Mexico,Average,28.9,...,...,39.3,34.7,49.3
Mexico,2006,Location,,Jalisco,Average,21.4,...,...,33.1,28.0,52.6
Mexico,2006,Location,,Mexico DF,Average,23.1,...,...,33.3,27.4,46.6
Mexico,2006,Location,,Nuevo Leon,Average,30.2,...,...,31.1,26.3,49.9
Mexico,2006,Location,,Puebla,Average,13.7,...,...,29.5,26.4,40.3
Mexico,2006,Location,,Veracruz,Average,39.1,...,...,28.4,36.9,32.0
Mexico,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,22.4,...,...,32.2,27.1,47.7
Mexico,2006,Exporter Type,,Non-exporter,Average,24.9,...,...,34.7,29.8,48.3
Mexico,2006,Ownership Type,,Domestic,Average,24.6,...,...,34.5,29.5,48.4
Mexico,2006,Ownership Type,,10% or more foreign ownership,Average,28.6,...,...,34.8,32.0,45.6
Mexico,2010,,,,Average,25.7,...,14.6,37.8,20.9,32.4
Mexico,2010,Sector,Manufacturing,All,Average,28.9,...,16.2,31.0,20.9,32.4
Mexico,2010,Sector,Manufacturing,Food,Average,36.6,...,23.7,44.0,35.4,46.8
Mexico,2010,Sector,Manufacturing,Garments,Average,28.0,...,21.3,59.7,64.2,47.6
Mexico,2010,Sector,Manufacturing,Chemicals & Chemical Products,Average,35.6,...,17.2,34.1,29.2,44.0
Mexico,2010,Sector,Manufacturing,Rubber & Plastics Products,Average,25.5,...,8.2,34.9,34.4,36.1
Mexico,2010,Sector,Manufacturing,Fabricated Metal Products,Average,16.5,...,4.3,17.9,11.0,33.3
Mexico,2010,Sector,Manufacturing,Machinery & Equipment,Average,7.2,...,1.7,5.9,5.9,42.2
Mexico,2010,Sector,Manufacturing,Furniture,Average,8.8,...,2.1,7.1,4.3,14.6
Mexico,2010,Sector,Manufacturing,Other Manufacturing,Average,28.5,...,13.8,16.9,13.4,25.7
Mexico,2010,Sector,Services,All,Average,22.9,...,13.2,43.7,...,...
Mexico,2010,Sector,Services,Retail,Average,22.8,...,14.8,55.0,...,...
Mexico,2010,Sector,Services,IT & IT Services,Average,31.4,...,29.5,45.3,...,...
Mexico,2010,Sector,Services,Other Services,Average,20.3,...,6.3,30.0,...,...
Mexico,2010,Size,,Large (100+),Average,13.8,...,2.6,42.4,34.0,40.8
Mexico,2010,Size,,Small (5-19),Average,32.0,...,18.3,36.5,15.2,30.0
Mexico,2010,Size,,Medium (20-99),Average,13.8,...,10.0,39.4,27.5,33.7
Mexico,2010,Location,,Coahuila,Average,56.3,...,52.0,36.1,13.8,48.7
Mexico,2010,Location,,Estado de Mexico,Average,24.7,...,6.1,35.6,30.7,39.8
Mexico,2010,Location,,Guanajuato,Average,31.0,...,7.5,34.7,21.8,36.5
Mexico,2010,Location,,Jalisco,Average,18.4,...,16.1,38.0,17.1,26.0
Mexico,2010,Location,,Mexico DF,Average,32.7,...,20.5,41.2,18.7,33.9
Mexico,2010,Location,,Nuevo Leon,Average,8.3,...,2.5,35.2,22.8,32.4
Mexico,2010,Location,,Puebla,Average,38.7,...,20.3,28.9,21.3,21.3
Mexico,2010,Location,,Veracruz,Average,9.9,...,8.2,51.9,32.7,56.4
Mexico,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,20.1,...,2.6,35.2,30.6,39.0
Mexico,2010,Exporter Type,,Non-exporter,Average,25.9,...,15.2,37.9,19.9,31.7
Mexico,2010,Gender of Top Manager,,Top manager is female,Average,61.2,...,100.0,49.9,23.4,38.1
Mexico,2010,Gender of Top Manager,,Top manager is male,Average,19.6,...,0.0,35.6,20.5,31.6
Mexico,2010,Ownership Type,,Domestic,Average,27.1,...,15.5,37.1,20.5,32.1
Mexico,2010,Ownership Type,,10% or more foreign ownership,Average,3.9,...,1.6,47.9,28.8,37.3
"Macedonia, FYR",2009,,,,Average,36.4,...,19.1,32.4,34.6,43.3
"Macedonia, FYR",2009,Sector,Manufacturing,All,Average,47.5,...,22.4,36.3,34.6,43.3
"Macedonia, FYR",2009,Sector,Manufacturing,Manufacturing,Average,47.5,...,22.4,36.3,34.6,43.3
"Macedonia, FYR",2009,Sector,Services,All,Average,29.2,...,17.0,29.9,...,...
"Macedonia, FYR",2009,Sector,Services,Retail,Average,27.7,...,19.9,46.2,...,...
"Macedonia, FYR",2009,Sector,Services,Other Services,Average,30.0,...,15.5,21.4,...,...
"Macedonia, FYR",2009,Size,,Medium (20-99),Average,39.2,...,28.0,37.4,45.2,41.0
"Macedonia, FYR",2009,Size,,Small (5-19),Average,32.9,...,15.4,28.7,20.0,46.9
"Macedonia, FYR",2009,Size,,Large (100+),Average,64.1,...,17.5,51.6,66.0,35.7
"Macedonia, FYR",2009,Location,,Eastern Macedonia,Average,44.2,...,21.2,35.7,45.9,47.8
"Macedonia, FYR",2009,Location,,North-West & West Macedonia,Average,33.1,...,14.8,29.1,28.4,31.9
"Macedonia, FYR",2009,Location,,Skopje,Average,38.1,...,25.2,37.2,35.5,40.1
"Macedonia, FYR",2009,Location,,South Macedonia,Average,23.4,...,14.5,25.5,17.3,47.6
"Macedonia, FYR",2009,Exporter Type,,Direct exports are 10% or more of sales,Average,43.3,...,23.0,38.6,50.9,42.7
"Macedonia, FYR",2009,Exporter Type,,Non-exporter,Average,34.3,...,17.9,30.5,25.8,43.8
"Macedonia, FYR",2009,Gender of Top Manager,,Top manager is female,Average,60.7,...,100.0,46.6,38.3,60.6
"Macedonia, FYR",2009,Gender of Top Manager,,Top manager is male,Average,30.3,...,0.0,29.1,33.8,36.7
"Macedonia, FYR",2009,Ownership Type,,Domestic,Average,34.8,...,18.4,31.9,33.8,43.7
"Macedonia, FYR",2009,Ownership Type,,10% or more foreign ownership,Average,54.8,...,27.0,38.3,41.4,40.4
"Macedonia, FYR",2013,,,,Average,30.0,16.1,25.7,38.8,39.1,45.9
"Macedonia, FYR",2013,Sector,Manufacturing,All,Average,37.4,17.2,26.8,40.5,39.1,45.9
"Macedonia, FYR",2013,Sector,Manufacturing,Manufacturing,Average,37.4,17.2,26.8,40.5,39.1,45.9
"Macedonia, FYR",2013,Sector,Services,All,Average,27.6,15.8,25.3,38.3,...,...
"Macedonia, FYR",2013,Sector,Services,Retail,Average,27.6,17.2,26.3,53.4,...,...
"Macedonia, FYR",2013,Sector,Services,Other Services,Average,27.7,15.1,24.8,30.2,...,...
"Macedonia, FYR",2013,Size,,Small (5-19),Average,29.8,17.9,27.1,38.2,30.7,52.3
"Macedonia, FYR",2013,Size,,Medium (20-99),Average,26.6,7.4,18.5,40.3,55.7,30.9
"Macedonia, FYR",2013,Size,,Large (100+),Average,60.7,12.9,22.2,56.3,58.9,53.0
"Macedonia, FYR",2013,Location,,Eastern Macedonia,Average,41.4,28.7,35.2,50.0,61.5,67.1
"Macedonia, FYR",2013,Location,,North-West & West Macedonia,Average,14.1,7.9,16.5,39.5,27.8,36.7
"Macedonia, FYR",2013,Location,,Skopje,Average,32.9,16.9,28.7,35.4,34.0,39.5
"Macedonia, FYR",2013,Location,,South Macedonia,Average,21.9,5.6,11.9,35.5,16.3,28.9
"Macedonia, FYR",2013,Exporter Type,,Direct exports are 10% or more of sales,Average,41.2,2.4,32.8,30.7,31.0,38.8
"Macedonia, FYR",2013,Exporter Type,,Non-exporter,Average,28.1,18.5,24.5,40.2,40.8,47.6
"Macedonia, FYR",2013,Gender of Top Manager,,Top manager is female,Average,78.2,54.3,100.0,55.8,75.3,66.8
"Macedonia, FYR",2013,Gender of Top Manager,,Top manager is male,Average,13.4,2.9,0.0,32.9,25.1,37.2
"Macedonia, FYR",2013,Ownership Type,,Domestic,Average,28.8,17.2,24.6,38.9,39.3,46.7
"Macedonia, FYR",2013,Ownership Type,,10% or more foreign ownership,Average,43.5,3.9,37.7,38.0,n.a.,n.a.
Mali,2007,,,,Average,18.3,...,...,7.3,7.1,10.9
Mali,2007,Sector,Manufacturing,All,Average,17.3,...,...,7.3,7.1,10.9
Mali,2007,Sector,Manufacturing,Food,Average,20.0,...,...,6.2,6.9,6.7
Mali,2007,Sector,Manufacturing,Garments,Average,15.1,...,...,9.8,9.4,15.4
Mali,2007,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,17.4,...,...,5.2,4.5,11.5
Mali,2007,Sector,Services,All,Average,20.2,...,...,...,...,...
Mali,2007,Sector,Services,Retail & IT,Average,11.2,...,...,...,...,...
Mali,2007,Sector,Services,Rest of Universe-Services,Average,32.4,...,...,...,...,...
Mali,2007,Size,,Small (5-19),Average,17.7,...,...,7.8,7.6,11.6
Mali,2007,Size,,Medium (20-99),Average,17.0,...,...,5.8,5.6,9.0
Mali,2007,Size,,Large (100+),Average,56.6,...,...,...,...,n.a.
