Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
Malaysia,2015,,,,Average,3.1,...,21.6,1.4,3.8,10.5,5.5,20.1,21.9,14.7
Malaysia,2015,Sector,Manufacturing,All,Average,6.1,...,28.2,1.6,6.6,9.2,10.4,15.9,17.6,10.0
Malaysia,2015,Sector,Manufacturing,Food,Average,3.9,...,25.7,1.8,6.0,7.5,8.8,11.4,10.4,11.0
Malaysia,2015,Sector,Manufacturing,Garments,Average,6.4,...,35.9,1.2,6.1,n.a.,11.3,17.8,14.9,8.2
Malaysia,2015,Sector,Manufacturing,Chemicals & Chemical Products,Average,9.8,...,67.8,1.0,7.5,10.0,4.9,62.0,66.9,4.4
Malaysia,2015,Sector,Manufacturing,Electronics & Communications Equip.,Average,4.5,...,19.1,1.9,9.0,10.5,13.4,18.5,8.6,8.1
Malaysia,2015,Sector,Manufacturing,Other Manufacturing,Average,6.2,...,24.3,1.7,6.5,9.0,10.5,10.1,13.5,10.9
Malaysia,2015,Sector,Services,All,Average,2.6,...,20.6,1.3,3.2,10.7,4.7,20.8,22.5,15.5
Malaysia,2015,Sector,Services,Retail,Average,2.2,...,22.9,1.3,3.5,5.4,4.9,24.2,28.7,21.1
Malaysia,2015,Sector,Services,Other Services,Average,2.9,...,19.0,1.4,2.8,15.4,4.5,18.3,18.2,11.5
Malaysia,2015,Size,,Medium (20-99),Average,5.4,...,31.7,1.5,5.0,5.5,7.5,23.4,19.5,16.4
Malaysia,2015,Size,,Small (5-19),Average,2.2,...,18.2,1.3,3.4,11.2,4.2,19.2,22.0,14.9
Malaysia,2015,Size,,Large (100+),Average,7.5,...,35.1,1.5,5.2,21.8,8.5,21.9,26.2,8.8
Malaysia,2015,Location,,Central,Average,3.5,...,26.2,1.3,3.6,11.3,4.5,30.5,29.6,25.0
Malaysia,2015,Location,,East Coast,Average,3.3,...,8.0,3.2,3.7,5.1,6.9,1.7,25.8,1.6
Malaysia,2015,Location,,East Malaysia,Average,0.8,...,37.3,1.2,1.0,n.a.,n.a.,7.0,7.9,7.7
Malaysia,2015,Location,,North,Average,2.1,...,11.5,2.0,9.0,n.a.,11.9,6.4,8.3,0.5
Malaysia,2015,Location,,South,Average,5.5,...,16.2,1.1,11.5,10.0,12.6,33.2,28.5,19.8
Malaysia,2015,Exporter Type,,Direct exports are 10% or more of sales,Average,12.5,...,22.1,1.6,7.8,9.2,8.1,20.0,25.5,13.0
Malaysia,2015,Exporter Type,,Non-exporter,Average,2.0,...,21.6,1.3,3.2,10.7,4.6,20.1,21.5,15.0
Malaysia,2015,Gender of Top Manager,,Top manager is female,Average,6.7,...,25.3,1.4,3.3,7.0,4.5,18.4,21.8,10.3
Malaysia,2015,Gender of Top Manager,,Top manager is male,Average,1.8,...,20.2,1.4,4.2,14.4,6.2,20.7,21.9,16.4
Malaysia,2015,Ownership Type,,Domestic,Average,2.4,...,22.0,1.4,3.7,10.1,5.5,20.7,22.6,15.2
Malaysia,2015,Ownership Type,,10% or more foreign ownership,Average,21.5,...,13.3,2.1,7.2,21.7,6.0,7.0,7.3,4.8
Namibia,2006,,,,Average,2.9,...,23.5,1.4,9.6,27.6,16.4,20.4,4.4,2.8
Namibia,2006,Sector,Manufacturing,All,Average,4.8,...,28.2,1.8,8.3,20.0,20.7,25.1,10.4,2.8
Namibia,2006,Sector,Manufacturing,Food,Average,7.0,...,31.3,n.a.,9.5,23.4,7.3,21.1,15.5,0.0
Namibia,2006,Sector,Manufacturing,Garments,Average,n.a.,...,n.a.,n.a.,n.a.,...,n.a.,n.a.,n.a.,n.a.
Namibia,2006,Sector,Manufacturing,Other Manufacturing,Average,4.5,...,26.6,1.8,8.0,17.7,28.0,23.3,9.8,3.8
Namibia,2006,Sector,Services,All,Average,2.7,...,23.2,1.4,9.7,30.3,15.5,20.1,4.0,2.8
Namibia,2006,Sector,Services,Retail,Average,2.7,...,25.6,1.5,7.0,n.a.,11.0,23.6,4.6,1.5
Namibia,2006,Sector,Services,Other Services,Average,2.7,...,20.2,1.3,13.5,n.a.,24.6,15.8,3.4,4.4
Namibia,2006,Size,,Small (5-19),Average,2.4,...,18.7,1.5,8.9,26.3,13.1,22.0,3.5,3.4
Namibia,2006,Size,,Medium (20-99),Average,4.1,...,38.4,1.4,11.8,31.4,22.3,14.0,7.6,1.1
Namibia,2006,Size,,Large (100+),Average,6.0,...,37.0,n.a.,9.2,18.7,7.3,27.2,5.3,0.0
Namibia,2006,Location,,Walvis Bay,Average,7.0,...,12.5,1.5,9.8,16.3,16.1,21.0,6.0,10.9
Namibia,2006,Location,,Windhoek,Average,2.5,...,24.4,1.4,9.6,30.4,16.4,20.3,4.3,2.1
Namibia,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,6.3,...,35.8,n.a.,5.4,20.1,19.2,8.2,6.3,0.0
Namibia,2006,Exporter Type,,Non-exporter,Average,2.8,...,23.1,1.4,9.9,28.7,16.0,20.8,4.4,2.9
Namibia,2006,Ownership Type,,Domestic,Average,2.8,...,23.4,1.4,9.6,27.4,20.1,21.8,4.7,2.5
Namibia,2006,Ownership Type,,10% or more foreign ownership,Average,3.0,...,23.8,1.6,10.0,27.9,9.1,15.6,3.4,3.7
Namibia,2014,,,,Average,3.1,...,35.9,2.0,24.4,68.5,14.9,20.2,13.9,3.4
Namibia,2014,Sector,Manufacturing,All,Average,0.8,...,29.2,2.7,12.6,119.6,9.2,4.3,4.9,0.9
Namibia,2014,Sector,Manufacturing,Manufacturing,Average,0.8,...,29.2,2.7,12.6,119.6,9.2,4.3,4.9,0.9
Namibia,2014,Sector,Services,All,Average,3.4,...,36.9,2.0,25.9,66.6,15.4,22.5,15.1,3.8
Namibia,2014,Sector,Services,Retail,Average,2.1,...,33.4,2.1,29.6,80.1,8.9,29.3,23.7,2.7
Namibia,2014,Sector,Services,Other Services,Average,4.2,...,38.9,1.9,23.5,65.0,18.5,18.5,10.2,4.5
Namibia,2014,Size,,Small (5-19),Average,2.9,...,33.7,1.9,25.0,67.6,17.0,20.1,13.0,2.2
Namibia,2014,Size,,Medium (20-99),Average,4.5,...,44.2,1.9,16.2,119.1,6.4,25.6,19.7,10.1
Namibia,2014,Size,,Large (100+),Average,0.8,...,45.4,3.8,n.a.,43.6,36.5,2.4,7.4,0.7
Namibia,2014,Location,,Oshakati/ Ondangwa/ Ongwediva,Average,1.4,...,46.2,4.0,29.4,131.2,23.0,7.8,0.8,0.8
Namibia,2014,Location,,Walvis Bay/ Swakopmund,Average,0.1,...,57.5,1.2,30.9,113.2,10.2,68.7,39.2,8.3
Namibia,2014,Location,,Windhoek/ Okahandja,Average,3.8,...,31.3,2.2,23.1,51.0,15.0,11.2,10.1,2.6
Namibia,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,1.6,...,40.3,1.8,6.6,n.a.,5.1,4.2,8.2,0.4
Namibia,2014,Exporter Type,,Non-exporter,Average,3.5,...,37.5,2.1,26.9,67.7,16.4,22.2,13.8,3.2
Namibia,2014,Gender of Top Manager,,Top manager is female,Average,1.1,...,27.4,1.5,22.7,100.4,8.5,30.3,20.3,7.4
Namibia,2014,Gender of Top Manager,,Top manager is male,Average,3.7,...,39.4,2.2,25.0,66.3,16.7,16.6,11.6,2.0
Namibia,2014,Ownership Type,,Domestic,Average,3.2,...,36.5,2.0,26.0,72.9,15.6,21.0,13.7,2.4
Namibia,2014,Ownership Type,,10% or more foreign ownership,Average,1.7,...,33.2,2.5,15.5,n.a.,n.a.,12.2,15.9,14.3
Niger,2009,,,,Average,22.9,...,69.9,1.8,39.7,45.6,5.3,60.4,30.3,11.7
Niger,2009,Sector,Manufacturing,All,Average,15.2,...,49.6,1.9,n.a.,32.6,2.7,59.1,27.1,2.3
Niger,2009,Sector,Manufacturing,Manufacturing,Average,15.2,...,49.6,1.9,n.a.,32.6,2.7,59.1,27.1,2.3
Niger,2009,Sector,Services,All,Average,26.3,...,77.0,1.8,n.a.,48.3,7.1,60.8,31.4,15.0
Niger,2009,Sector,Services,Services,Average,26.3,...,77.0,1.8,n.a.,48.3,7.1,60.8,31.4,15.0
Niger,2009,Size,,Small (5-19),Average,19.2,...,65.7,1.6,n.a.,64.3,3.2,65.3,23.4,8.6
Niger,2009,Size,,Medium (20-99),Average,36.5,...,82.7,2.2,n.a.,23.9,8.9,44.9,53.9,21.8
Niger,2009,Size,,Large (100+),Average,33.3,...,83.1,2.3,n.a.,n.a.,n.a.,60.7,20.6,13.4
Niger,2009,Location,,Maradi,Average,22.3,...,92.1,2.3,n.a.,n.a.,n.a.,46.3,40.8,5.4
Niger,2009,Location,,Niamey,Average,22.9,...,69.4,1.8,n.a.,48.1,5.4,60.8,30.0,11.9
Niger,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,24.1,...,89.5,1.7,n.a.,n.a.,n.a.,48.7,29.8,0.0
Niger,2009,Exporter Type,,Non-exporter,Average,22.9,...,68.8,1.8,n.a.,47.6,5.5,61.9,30.9,12.3
Niger,2009,Gender of Top Manager,,Top manager is female,Average,14.4,...,50.3,1.4,n.a.,n.a.,n.a.,52.3,19.3,16.3
Niger,2009,Gender of Top Manager,,Top manager is male,Average,23.6,...,72.4,1.8,n.a.,46.7,5.3,61.3,31.7,11.0
Niger,2009,Ownership Type,,Domestic,Average,25.7,...,69.6,1.8,n.a.,56.0,5.6,62.3,29.6,14.3
Niger,2009,Ownership Type,,10% or more foreign ownership,Average,11.6,...,71.0,2.0,n.a.,n.a.,4.9,52.9,33.1,0.0
Niger,2017,,,,Average,11.4,...,63.3,3.3,n.a.,44.1,18.9,15.4,16.0,7.0
Niger,2017,Sector,Manufacturing,All,Average,9.3,...,55.5,3.5,...,n.a.,...,15.8,28.4,6.1
Niger,2017,Sector,Manufacturing,Manufacturing,Average,9.3,...,55.5,3.5,...,n.a.,...,15.8,28.4,6.1
Niger,2017,Sector,Services,All,Average,11.7,...,64.8,3.3,n.a.,43.7,18.9,15.3,13.6,7.2
Niger,2017,Sector,Services,Services,Average,11.7,...,64.8,3.3,n.a.,43.7,18.9,15.3,13.6,7.2
Niger,2017,Size,,Small (5-19),Average,13.5,...,51.4,3.3,n.a.,n.a.,12.4,13.7,13.9,6.6
Niger,2017,Size,,Medium (20-99),Average,8.6,...,78.2,3.4,...,89.3,n.a.,12.7,16.3,5.9
Niger,2017,Size,,Large (100+),Average,6.6,...,96.3,3.4,n.a.,42.5,n.a.,32.6,28.0,12.1
Niger,2017,Location,,Maradi,Average,7.5,...,86.5,2.9,...,n.a.,n.a.,11.0,26.4,0.0
Niger,2017,Location,,Niamey,Average,11.9,...,60.9,3.4,n.a.,35.2,17.8,15.9,14.9,7.8
Niger,2017,Exporter Type,,Direct exports are 10% or more of sales,Average,6.7,...,74.3,3.0,n.a.,n.a.,n.a.,23.2,30.8,27.9
Niger,2017,Exporter Type,,Non-exporter,Average,11.8,...,61.6,3.4,n.a.,43.8,18.3,14.9,15.8,6.0
Niger,2017,Gender of Top Manager,,Top manager is female,Average,7.6,...,66.4,1.4,...,n.a.,...,28.0,10.4,9.9
Niger,2017,Gender of Top Manager,,Top manager is male,Average,11.9,...,62.8,3.5,n.a.,44.4,18.9,13.9,16.7,6.8
Niger,2017,Ownership Type,,Domestic,Average,11.9,...,63.0,3.0,n.a.,65.0,20.6,15.3,16.1,8.4
Niger,2017,Ownership Type,,10% or more foreign ownership,Average,15.1,...,74.3,6.2,...,n.a.,n.a.,9.8,28.1,2.8
Nigeria,2007,,,,Average,6.1,...,81.7,3.7,12.1,10.6,22.3,20.9,13.7,12.2
Nigeria,2007,Sector,Manufacturing,All,Average,6.2,...,86.8,3.9,13.3,8.5,25.5,26.6,17.6,14.3
Nigeria,2007,Sector,Manufacturing,Food,Average,5.9,...,92.7,4.4,15.7,8.9,25.2,19.9,14.0,12.9
Nigeria,2007,Sector,Manufacturing,Garments,Average,3.6,...,87.3,3.5,7.8,8.7,n.a.,29.6,19.7,15.5
Nigeria,2007,Sector,Manufacturing,Other Manufacturing,Average,7.2,...,83.9,3.8,13.3,8.2,27.0,28.6,18.5,14.7
Nigeria,2007,Sector,Services,All,Average,6.0,...,78.0,3.5,11.1,12.1,20.4,16.8,10.8,10.7
Nigeria,2007,Sector,Services,Retail,Average,6.5,...,80.4,3.7,12.6,7.8,17.7,18.9,12.7,11.6
Nigeria,2007,Sector,Services,Other Services,Average,5.6,...,76.3,3.3,10.0,14.1,29.0,15.4,9.5,10.0
Nigeria,2007,Size,,Small (5-19),Average,5.5,...,80.3,3.7,11.4,11.0,27.6,21.5,13.8,13.2
Nigeria,2007,Size,,Medium (20-99),Average,7.2,...,84.6,3.7,13.8,9.7,17.2,19.9,14.2,10.3
Nigeria,2007,Size,,Large (100+),Average,12.4,...,98.0,3.2,11.1,n.a.,14.0,13.2,6.1,0.0
Nigeria,2007,Location,,Abia,Average,6.5,...,57.2,3.0,12.1,14.7,44.3,11.2,11.9,14.2
Nigeria,2007,Location,,Abuja,Average,7.2,...,83.2,4.4,12.2,6.2,n.a.,15.8,12.6,11.7
Nigeria,2007,Location,,Anambra,Average,8.2,...,60.8,2.2,16.5,7.1,...,16.6,12.7,11.4
Nigeria,2007,Location,,Bauchi,Average,5.4,...,91.3,3.2,7.8,9.4,...,23.9,11.4,9.1
Nigeria,2007,Location,,Cross river,Average,6.5,...,88.7,4.4,14.0,14.7,47.8,42.8,32.2,27.2
Nigeria,2007,Location,,Enugu,Average,8.8,...,69.6,2.7,9.8,12.5,13.3,33.6,15.5,39.5
Nigeria,2007,Location,,Kaduna,Average,5.2,...,78.8,4.5,10.2,6.4,n.a.,16.7,11.8,8.5
Nigeria,2007,Location,,Kano,Average,6.5,...,86.6,3.1,20.4,4.9,n.a.,54.4,33.9,13.4
Nigeria,2007,Location,,Lagos,Average,7.1,...,81.9,4.5,10.3,9.4,19.5,7.1,5.3,6.2
Nigeria,2007,Location,,Ogun,Average,5.3,...,88.6,2.8,11.6,5.9,17.8,11.7,7.6,7.3
Nigeria,2007,Location,,Sokoto,Average,1.5,...,91.2,3.4,17.3,17.3,n.a.,8.1,5.1,4.7
Nigeria,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,10.7,...,100.0,3.6,7.8,n.a.,11.6,19.3,12.1,7.6
Nigeria,2007,Exporter Type,,Non-exporter,Average,6.0,...,81.5,3.7,12.2,10.5,23.6,20.9,13.7,12.3
Nigeria,2007,Ownership Type,,Domestic,Average,6.0,...,81.5,3.7,12.2,10.7,22.3,20.8,13.6,12.3
Nigeria,2007,Ownership Type,,10% or more foreign ownership,Average,7.8,...,100.0,3.0,n.a.,n.a.,n.a.,36.4,24.3,7.1
Nigeria,2014,,,,Average,7.5,...,68.8,3.7,14.4,16.5,18.8,18.5,14.1,9.3
Nigeria,2014,Sector,Manufacturing,All,Average,7.5,...,65.0,3.8,12.3,15.7,11.3,13.6,13.1,9.9
Nigeria,2014,Sector,Manufacturing,Food,Average,8.8,...,61.3,4.5,11.2,8.3,6.2,5.2,10.3,14.4
Nigeria,2014,Sector,Manufacturing,Garments,Average,10.2,...,41.1,2.7,11.7,n.a.,n.a.,11.4,9.4,4.8
Nigeria,2014,Sector,Manufacturing,Printing & Publishing,Average,11.4,...,77.6,2.7,21.6,n.a.,n.a.,13.7,14.4,7.2
Nigeria,2014,Sector,Manufacturing,Non-Metallic Mineral Products,Average,3.8,...,61.9,5.4,10.3,7.9,4.4,15.9,17.6,8.7
Nigeria,2014,Sector,Manufacturing,Fabricated Metal Products,Average,5.1,...,54.2,3.1,16.9,12.8,20.3,10.4,6.2,8.8
Nigeria,2014,Sector,Manufacturing,Furniture,Average,6.3,...,71.0,4.3,10.2,n.a.,n.a.,24.8,22.6,8.1
Nigeria,2014,Sector,Manufacturing,Manufacturing Panel,Average,10.5,...,80.0,3.9,10.2,25.1,18.8,19.6,16.5,13.0
Nigeria,2014,Sector,Manufacturing,Other Manufacturing,Average,4.0,...,75.9,3.6,13.2,17.3,6.4,16.4,14.0,9.1
Nigeria,2014,Sector,Services,All,Average,7.5,...,71.1,3.6,15.7,17.0,23.2,21.4,14.8,9.0
Nigeria,2014,Sector,Services,Services of Motor Vehicles,Average,6.1,...,73.1,2.9,25.3,n.a.,16.4,13.3,11.3,9.3
Nigeria,2014,Sector,Services,Wholesale,Average,7.6,...,60.2,3.6,16.9,17.7,27.6,18.8,12.9,1.2
Nigeria,2014,Sector,Services,Retail Panel,Average,9.4,...,70.5,3.7,9.0,6.2,12.8,22.2,14.7,12.4
Nigeria,2014,Sector,Services,Retail,Average,6.0,...,63.0,2.8,13.5,3.6,28.1,18.8,8.2,2.6
Nigeria,2014,Sector,Services,Hotels & Restaurants,Average,10.7,...,85.8,4.4,13.7,19.6,n.a.,40.1,27.3,13.9
Nigeria,2014,Sector,Services,Other Services Panel,Average,7.0,...,70.0,4.8,6.8,17.9,10.6,16.3,16.2,8.3
Nigeria,2014,Sector,Services,Other Services,Average,13.0,...,82.2,2.7,27.7,19.8,n.a.,29.1,25.3,38.4
Nigeria,2014,Sector,Services,Transport,Average,8.2,...,63.1,5.1,13.5,n.a.,n.a.,21.1,17.5,13.3
Nigeria,2014,Size,,Small (5-19),Average,6.9,...,67.3,3.7,12.9,16.3,12.2,16.9,13.4,9.4
Nigeria,2014,Size,,Medium (20-99),Average,8.8,...,73.4,3.8,17.1,15.8,17.4,23.2,15.6,9.4
Nigeria,2014,Size,,Large (100+),Average,17.9,...,82.3,2.7,25.9,24.0,47.2,32.1,28.0,7.1
Nigeria,2014,Location,,Abia,Average,0.8,...,49.5,2.8,7.8,n.a.,n.a.,9.6,10.8,4.5
Nigeria,2014,Location,,Abuja,Average,5.3,...,68.5,3.0,7.8,n.a.,n.a.,28.4,23.8,10.3
Nigeria,2014,Location,,Anambra,Average,1.4,...,40.9,3.7,1.2,3.8,1.0,4.4,1.7,7.4
Nigeria,2014,Location,,Cross river,Average,17.1,...,74.9,2.3,18.3,n.a.,n.a.,47.9,28.6,3.8
Nigeria,2014,Location,,Enugu,Average,3.5,...,65.7,2.3,13.6,n.a.,14.0,44.3,34.4,30.2
Nigeria,2014,Location,,Gombe,Average,9.9,...,91.8,5.1,10.4,12.7,5.3,52.3,51.6,9.2
Nigeria,2014,Location,,Jigawa,Average,23.7,...,64.7,8.1,10.1,n.a.,11.3,7.5,11.8,17.1
Nigeria,2014,Location,,Kaduna,Average,9.2,...,76.7,4.6,31.4,43.0,52.0,9.6,8.2,7.8
Nigeria,2014,Location,,Kano,Average,5.1,...,85.5,4.5,5.7,9.6,n.a.,12.7,10.3,17.4
Nigeria,2014,Location,,Katsina,Average,4.3,...,55.3,4.4,7.1,7.6,7.6,12.2,13.3,28.7
Nigeria,2014,Location,,Kebbi,Average,1.8,...,70.2,4.2,9.9,2.2,n.a.,12.1,2.1,13.0
Nigeria,2014,Location,,Kwara,Average,9.2,...,73.7,2.8,n.a.,n.a.,n.a.,1.6,8.3,2.6
Nigeria,2014,Location,,Lagos,Average,11.5,...,65.7,3.4,20.2,25.2,48.1,40.1,29.7,11.1
Nigeria,2014,Location,,Nasarawa,Average,19.6,...,95.0,3.5,13.1,n.a.,n.a.,4.7,4.5,4.4
Nigeria,2014,Location,,Niger,Average,3.2,...,89.6,5.0,8.3,20.1,n.a.,31.8,26.8,13.4
Nigeria,2014,Location,,Ogun,Average,6.0,...,86.5,1.8,10.1,6.8,n.a.,9.3,4.6,0.2
Nigeria,2014,Location,,Oyo,Average,9.3,...,64.3,3.8,37.3,14.2,n.a.,6.2,3.4,2.6
Nigeria,2014,Location,,Sokoto,Average,3.9,...,70.9,2.8,8.9,n.a.,n.a.,4.6,11.6,2.4
Nigeria,2014,Location,,Zamfara,Average,0.7,...,51.4,2.2,31.1,9.7,n.a.,14.1,3.4,3.1
Nigeria,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,11.4,...,65.9,4.3,7.4,8.7,17.4,14.1,14.0,14.4
Nigeria,2014,Exporter Type,,Non-exporter,Average,7.4,...,72.1,3.8,15.7,19.4,18.4,22.0,15.5,8.6
Nigeria,2014,Gender of Top Manager,,Top manager is female,Average,6.9,...,70.7,3.1,13.6,17.7,21.6,11.7,9.4,8.5
Nigeria,2014,Gender of Top Manager,,Top manager is male,Average,7.7,...,68.8,3.7,14.5,16.5,18.6,19.6,14.9,9.4
Nigeria,2014,Ownership Type,,Domestic,Average,7.3,...,73.0,3.8,14.6,18.3,17.3,20.8,14.6,9.1
Nigeria,2014,Ownership Type,,10% or more foreign ownership,Average,11.4,...,69.7,3.3,8.8,9.7,23.9,11.1,15.4,20.0
Nicaragua,2006,,,,Average,9.3,...,50.2,2.5,19.7,194.1,13.1,23.5,17.3,18.9
Nicaragua,2006,Sector,Manufacturing,All,Average,9.5,...,40.2,2.1,17.1,26.1,16.0,18.4,10.2,9.7
Nicaragua,2006,Sector,Manufacturing,Food,Average,10.1,...,52.3,2.5,29.7,26.9,14.7,17.5,17.4,8.9
Nicaragua,2006,Sector,Manufacturing,Garments,Average,7.7,...,33.8,1.9,n.a.,n.a.,n.a.,13.5,14.1,0.0
Nicaragua,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,13.8,...,49.4,2.5,33.9,n.a.,26.0,15.0,20.0,19.4
Nicaragua,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,7.6,...,43.6,2.5,23.3,n.a.,9.8,11.9,17.1,5.6
Nicaragua,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,9.5,...,35.8,1.8,10.9,24.5,13.7,19.7,6.8,10.3
Nicaragua,2006,Sector,Services,All,Average,9.2,...,57.1,2.8,21.8,238.2,12.1,26.9,22.0,25.3
Nicaragua,2006,Sector,Services,Retail,Average,5.9,...,74.3,2.1,15.6,50.7,9.3,16.2,4.3,4.0
Nicaragua,2006,Sector,Services,Rest of Universe-Services,Average,10.3,...,51.5,3.1,23.2,257.6,12.3,30.4,27.5,32.2
Nicaragua,2006,Size,,Small (5-19),Average,8.3,...,44.6,1.9,9.0,284.8,14.8,22.1,12.8,19.1
Nicaragua,2006,Size,,Medium (20-99),Average,9.3,...,54.3,3.9,22.3,58.5,11.4,27.7,28.1,11.9
Nicaragua,2006,Size,,Large (100+),Average,19.0,...,87.3,2.0,69.7,236.6,12.5,18.7,14.6,47.2
Nicaragua,2006,Location,,Managua,Average,8.5,...,46.2,3.2,27.2,186.0,15.2,21.1,12.0,24.8
Nicaragua,2006,Location,,Resto del pais,Average,10.2,...,54.4,1.9,12.2,200.4,9.3,26.1,23.2,12.5
Nicaragua,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,15.3,...,66.7,2.8,18.3,35.5,14.5,25.2,26.3,13.3
Nicaragua,2006,Exporter Type,,Non-exporter,Average,9.1,...,49.6,2.5,19.7,205.4,13.0,23.4,17.0,19.1
Nicaragua,2006,Ownership Type,,Domestic,Average,8.6,...,45.3,2.8,13.7,193.5,14.0,26.8,17.4,15.6
Nicaragua,2006,Ownership Type,,10% or more foreign ownership,Average,13.7,...,75.2,1.8,46.0,194.9,10.3,5.6,16.9,38.1
Nicaragua,2010,,,,Average,20.2,...,57.1,2.7,17.6,30.8,12.7,23.2,22.4,14.6
Nicaragua,2010,Sector,Manufacturing,All,Average,17.3,...,47.3,2.4,17.8,29.7,5.8,23.2,20.3,5.3
Nicaragua,2010,Sector,Manufacturing,Manufacturing,Average,17.3,...,47.3,2.4,17.8,29.7,5.8,23.2,20.3,5.3
Nicaragua,2010,Sector,Services,All,Average,21.9,...,63.2,2.8,17.5,31.3,14.7,23.1,23.6,20.2
Nicaragua,2010,Sector,Services,Retail,Average,14.8,...,66.2,3.3,16.5,6.6,13.9,36.4,22.0,13.3
Nicaragua,2010,Sector,Services,Other Services,Average,24.2,...,62.2,2.7,17.6,36.4,14.9,19.1,24.0,22.5
Nicaragua,2010,Size,,Small (5-19),Average,17.2,...,40.2,2.9,16.7,35.6,n.a.,24.1,22.2,16.2
Nicaragua,2010,Size,,Medium (20-99),Average,25.9,...,89.1,2.5,19.9,25.6,14.8,21.1,25.9,11.6
Nicaragua,2010,Size,,Large (100+),Average,23.3,...,81.7,2.6,16.8,34.0,10.6,23.3,9.9,11.8
Nicaragua,2010,Location,,Managua,Average,19.9,...,58.5,2.9,19.1,30.5,14.3,26.3,27.5,18.2
Nicaragua,2010,Location,,Rest of the country,Average,20.6,...,54.8,2.4,13.9,31.2,n.a.,18.5,14.5,9.0
Nicaragua,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,15.7,...,34.6,3.3,n.a.,20.6,n.a.,10.2,7.7,10.0
Nicaragua,2010,Exporter Type,,Non-exporter,Average,20.4,...,58.2,2.7,18.8,31.3,12.7,23.8,23.2,14.8
Nicaragua,2010,Gender of Top Manager,,Top manager is female,Average,24.2,...,51.1,2.5,21.9,23.4,n.a.,37.8,34.9,29.0
Nicaragua,2010,Gender of Top Manager,,Top manager is male,Average,18.3,...,59.8,2.8,14.3,33.8,13.2,16.1,16.5,7.6
Nicaragua,2010,Ownership Type,,Domestic,Average,21.1,...,55.7,2.7,19.0,28.7,13.4,24.4,23.8,14.8
Nicaragua,2010,Ownership Type,,10% or more foreign ownership,Average,11.0,...,68.9,2.8,5.0,62.1,7.5,12.2,9.5,11.5
Nicaragua,2016,,,,Average,11.1,...,66.9,3.7,27.3,19.6,25.7,8.0,6.8,9.9
Nicaragua,2016,Sector,Manufacturing,All,Average,12.7,...,72.2,3.6,18.8,30.8,13.4,12.8,7.5,8.1
Nicaragua,2016,Sector,Manufacturing,Manufacturing,Average,12.7,...,72.2,3.6,18.8,30.8,13.4,12.8,7.5,8.1
Nicaragua,2016,Sector,Services,All,Average,10.7,...,65.4,3.7,29.5,18.7,28.2,6.8,6.6,10.5
Nicaragua,2016,Sector,Services,Retail,Average,9.9,...,66.2,3.5,30.6,25.9,14.7,9.0,6.8,6.0
Nicaragua,2016,Sector,Services,Other Services,Average,11.3,...,64.9,3.9,28.8,16.1,35.8,5.0,6.5,14.0
Nicaragua,2016,Size,,Medium (20-99),Average,10.2,...,76.7,4.2,25.3,21.2,30.7,7.6,8.3,10.4
Nicaragua,2016,Size,,Small (5-19),Average,11.7,...,62.1,3.4,28.7,16.5,10.0,8.1,5.9,9.5
Nicaragua,2016,Size,,Large (100+),Average,7.2,...,64.9,3.8,16.7,47.3,16.9,14.1,11.8,19.0
Nicaragua,2016,Location,,East,Average,6.7,...,55.8,4.9,18.9,14.4,n.a.,0.7,4.3,5.6
Nicaragua,2016,Location,,Managua,Average,14.2,...,72.2,3.4,39.4,22.5,14.0,11.9,8.3,13.7
Nicaragua,2016,Location,,North,Average,6.5,...,61.9,3.3,13.9,22.1,n.a.,1.2,0.0,0.2
Nicaragua,2016,Location,,West,Average,11.0,...,72.7,2.7,4.7,n.a.,n.a.,11.8,9.7,7.5
Nicaragua,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,15.0,...,50.5,4.0,14.3,13.9,13.3,22.4,39.7,19.9
Nicaragua,2016,Exporter Type,,Non-exporter,Average,11.0,...,67.4,3.7,27.7,19.7,26.8,7.6,5.8,9.7
Nicaragua,2016,Gender of Top Manager,,Top manager is female,Average,8.0,...,77.5,3.6,30.1,12.6,42.9,2.5,5.8,4.7
Nicaragua,2016,Gender of Top Manager,,Top manager is male,Average,12.3,...,62.9,3.7,26.2,24.0,10.3,10.1,7.2,11.9
